"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"10","M","18-25","5","A","0","0","(651,756]","1"
"95","M","26-35","1","C","1","0","(1.39e+03,1.05e+05]","2"
"20","M","36-45","17","B","2","0","(1.39e+03,1.05e+05]","1"
"124","M","26-35","17","B","3","1","(1.39e+03,1.05e+05]","2"
"12","F","36-45","6","B","1","1","(1.18e+03,1.28e+03]","1"
"22","F","18-25","3","C","2","1","(1.39e+03,1.05e+05]","1"
"41","M","18-25","0","B","3","0","(1.39e+03,1.05e+05]","2"
"159","M","26-35","11","B","1","1","(1.39e+03,1.05e+05]","2"
"166","M","18-25","4","A","2","0","(1.39e+03,1.05e+05]","3"
"30","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","1"
"28","M","55+","1","C","2","0","(1.39e+03,1.05e+05]","1"
"78","M","26-35","20","A","3","0","(1.39e+03,1.05e+05]","2"
"17","M","18-25","17","C","1","0","(1.39e+03,1.05e+05]","1"
"89","M","26-35","11","A","0","0","(1.39e+03,1.05e+05]","2"
"162","M","18-25","12","B","4+","0","(1.39e+03,1.05e+05]","3"
"59","F","26-35","1","B","4+","0","(1.39e+03,1.05e+05]","2"
"358","F","46-50","1","B","0","1","(1.39e+03,1.05e+05]","3"
"254","M","36-45","15","A","1","1","(1.39e+03,1.05e+05]","3"
"54","M","26-35","11","C","0","0","(1.39e+03,1.05e+05]","2"
"36","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","1"
"155","F","36-45","0","A","2","1","(1.39e+03,1.05e+05]","2"
"35","M","46-50","14","C","3","1","(1.39e+03,1.05e+05]","2"
"15","F","26-35","0","C","0","1","(1.39e+03,1.05e+05]","1"
"34","F","26-35","3","B","0","1","(1.39e+03,1.05e+05]","2"
"63","M","18-25","3","C","1","0","(1.39e+03,1.05e+05]","2"
"40","M","36-45","1","A","1","0","(1.39e+03,1.05e+05]","2"
"10","F","46-50","3","A","1","1","(1.28e+03,1.39e+03]","1"
"27","M","55+","17","A","4+","0","(1.39e+03,1.05e+05]","2"
"37","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","1"
"694","M","26-35","17","A","3","0","(1.39e+03,1.05e+05]","3"
"111","M","26-35","12","B","1","1","(1.39e+03,1.05e+05]","2"
"132","M","18-25","4","A","1","1","(1.39e+03,1.05e+05]","3"
"12","M","36-45","12","A","2","0","(1.18e+03,1.28e+03]","1"
"206","M","18-25","0","C","1","0","(1.39e+03,1.05e+05]","3"
"33","F","18-25","10","C","1","1","(1.39e+03,1.05e+05]","1"
"43","M","18-25","10","B","3","0","(1.39e+03,1.05e+05]","2"
"35","M","46-50","16","C","1","1","(1.39e+03,1.05e+05]","1"
"27","M","51-55","6","C","3","1","(1.39e+03,1.05e+05]","1"
"25","F","46-50","3","C","1","0","(1.39e+03,1.05e+05]","1"
"70","M","26-35","7","A","4+","0","(1.39e+03,1.05e+05]","2"
"75","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"32","M","36-45","17","C","2","1","(1.39e+03,1.05e+05]","2"
"321","M","18-25","11","A","3","0","(1.39e+03,1.05e+05]","3"
"54","M","36-45","14","B","3","1","(1.39e+03,1.05e+05]","2"
"14","M","55+","1","C","2","1","(1.39e+03,1.05e+05]","1"
"29","M","36-45","1","B","1","0","(1.39e+03,1.05e+05]","2"
"244","M","26-35","1","A","2","0","(1.39e+03,1.05e+05]","3"
"22","M","26-35","3","A","0","1","(1.39e+03,1.05e+05]","1"
"71","M","55+","0","A","3","0","(1.39e+03,1.05e+05]","2"
"160","M","46-50","12","A","1","1","(1.39e+03,1.05e+05]","3"
"30","F","51-55","0","C","2","0","(1.39e+03,1.05e+05]","2"
"18","F","46-50","11","A","1","0","(1.39e+03,1.05e+05]","1"
"11","M","26-35","17","C","0","0","(966,1.07e+03]","1"
"32","M","26-35","7","C","3","0","(1.39e+03,1.05e+05]","1"
"28","M","46-50","1","C","1","1","(1.39e+03,1.05e+05]","1"
"115","M","55+","13","C","4+","1","(1.39e+03,1.05e+05]","2"
"73","M","51-55","17","A","3","1","(1.39e+03,1.05e+05]","2"
"227","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","3"
"147","M","26-35","20","C","2","1","(1.39e+03,1.05e+05]","2"
"13","F","36-45","2","A","0","0","(1.39e+03,1.05e+05]","1"
"91","M","36-45","0","A","0","0","(1.39e+03,1.05e+05]","2"
"140","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"23","M","51-55","16","C","1","1","(1.39e+03,1.05e+05]","1"
"15","F","18-25","4","A","3","0","(1.28e+03,1.39e+03]","1"
"22","M","46-50","18","C","2","0","(1.28e+03,1.39e+03]","1"
"285","M","51-55","7","B","0","0","(1.39e+03,1.05e+05]","3"
"105","M","18-25","16","C","1","1","(1.39e+03,1.05e+05]","2"
"69","M","26-35","7","A","4+","1","(1.39e+03,1.05e+05]","2"
"56","F","18-25","4","A","3","0","(1.39e+03,1.05e+05]","2"
"16","M","18-25","19","C","2","0","(1.28e+03,1.39e+03]","1"
"117","M","26-35","5","A","2","0","(1.39e+03,1.05e+05]","2"
"39","F","36-45","3","B","4+","1","(1.39e+03,1.05e+05]","1"
"18","F","0-17","10","B","1","0","(1.39e+03,1.05e+05]","1"
"26","M","36-45","6","B","0","1","(1.39e+03,1.05e+05]","1"
"33","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","1"
"60","M","36-45","7","A","3","0","(1.39e+03,1.05e+05]","2"
"32","F","18-25","4","A","1","0","(1.39e+03,1.05e+05]","1"
"174","M","26-35","17","B","1","0","(1.39e+03,1.05e+05]","3"
"229","M","36-45","0","B","0","0","(1.39e+03,1.05e+05]","3"
"110","M","36-45","14","A","1","0","(1.39e+03,1.05e+05]","2"
"26","M","51-55","16","A","2","0","(1.39e+03,1.05e+05]","1"
"51","M","26-35","12","C","0","0","(1.39e+03,1.05e+05]","2"
"56","F","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"103","M","46-50","7","C","2","0","(1.39e+03,1.05e+05]","2"
"436","M","26-35","14","A","2","1","(1.39e+03,1.05e+05]","3"
"22","M","18-25","12","A","4+","0","(1.39e+03,1.05e+05]","1"
"18","F","0-17","10","A","2","0","(1.39e+03,1.05e+05]","1"
"27","M","55+","7","C","2","1","(1.39e+03,1.05e+05]","1"
"25","M","55+","0","C","0","0","(1.39e+03,1.05e+05]","1"
"26","F","36-45","17","B","0","1","(1.39e+03,1.05e+05]","1"
"15","M","26-35","12","B","2","1","(1.39e+03,1.05e+05]","1"
"13","M","18-25","4","A","3","1","(1.07e+03,1.18e+03]","1"
"43","M","0-17","10","B","1","0","(1.39e+03,1.05e+05]","2"
"9","M","18-25","4","C","2","0","(966,1.07e+03]","1"
"15","M","26-35","12","A","0","0","(1.07e+03,1.18e+03]","1"
"86","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","2"
"25","M","18-25","10","A","1","0","(1.39e+03,1.05e+05]","1"
"67","M","18-25","4","A","3","0","(1.39e+03,1.05e+05]","2"
"17","F","26-35","17","C","0","0","(1.39e+03,1.05e+05]","1"
"94","M","36-45","17","A","1","0","(1.39e+03,1.05e+05]","2"
"119","F","26-35","1","A","1","0","(1.39e+03,1.05e+05]","2"
"52","F","18-25","2","A","0","0","(1.39e+03,1.05e+05]","2"
"37","M","26-35","2","C","4+","1","(1.39e+03,1.05e+05]","2"
"14","M","36-45","6","B","1","0","(1.28e+03,1.39e+03]","1"
"15","M","36-45","11","C","0","1","(1.39e+03,1.05e+05]","1"
"52","M","26-35","2","C","2","0","(1.39e+03,1.05e+05]","2"
"60","M","36-45","17","C","2","1","(1.39e+03,1.05e+05]","2"
"51","M","26-35","16","C","1","0","(1.39e+03,1.05e+05]","2"
"21","F","26-35","0","A","4+","1","(1.39e+03,1.05e+05]","1"
"79","M","26-35","12","B","0","0","(1.39e+03,1.05e+05]","2"
"406","M","26-35","2","A","0","1","(1.39e+03,1.05e+05]","3"
"62","M","18-25","12","C","3","0","(1.39e+03,1.05e+05]","2"
"14","F","46-50","4","C","1","1","(1.28e+03,1.39e+03]","1"
"22","M","36-45","0","C","1","1","(1.39e+03,1.05e+05]","1"
"80","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"54","M","26-35","2","A","1","1","(1.39e+03,1.05e+05]","2"
"81","M","26-35","1","A","0","1","(1.39e+03,1.05e+05]","2"
"160","F","55+","14","C","2","0","(1.39e+03,1.05e+05]","2"
"90","F","26-35","14","A","1","0","(1.39e+03,1.05e+05]","2"
"134","F","36-45","12","C","4+","0","(1.39e+03,1.05e+05]","2"
"28","F","36-45","14","C","4+","1","(1.39e+03,1.05e+05]","1"
"167","F","36-45","20","A","2","0","(1.39e+03,1.05e+05]","3"
"23","M","55+","7","A","2","0","(1.39e+03,1.05e+05]","1"
"30","M","26-35","12","C","1","0","(1.39e+03,1.05e+05]","2"
"48","M","51-55","7","A","1","1","(1.39e+03,1.05e+05]","2"
"558","M","18-25","0","A","0","0","(1.39e+03,1.05e+05]","3"
"24","M","36-45","6","C","2","0","(1.39e+03,1.05e+05]","1"
"29","M","46-50","17","C","1","1","(1.39e+03,1.05e+05]","2"
"11","F","26-35","2","B","2","1","(861,966]","1"
"62","M","36-45","12","C","1","0","(1.39e+03,1.05e+05]","2"
"62","M","26-35","2","A","1","1","(1.39e+03,1.05e+05]","2"
"489","F","18-25","14","B","0","0","(1.39e+03,1.05e+05]","3"
"16","M","26-35","7","C","2","0","(1.39e+03,1.05e+05]","1"
"325","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","3"
"54","M","26-35","15","B","3","1","(1.39e+03,1.05e+05]","2"
"11","M","36-45","6","B","3","1","(966,1.07e+03]","1"
"122","M","26-35","20","C","1","0","(1.39e+03,1.05e+05]","2"
"29","M","55+","16","C","2","1","(1.39e+03,1.05e+05]","2"
"70","M","26-35","2","C","4+","0","(1.39e+03,1.05e+05]","2"
"23","M","18-25","1","B","1","0","(1.39e+03,1.05e+05]","1"
"111","F","18-25","4","C","3","0","(1.39e+03,1.05e+05]","2"
"345","M","26-35","5","B","4+","1","(1.39e+03,1.05e+05]","3"
"47","M","36-45","12","B","2","0","(1.39e+03,1.05e+05]","2"
"19","M","36-45","17","C","2","0","(1.39e+03,1.05e+05]","1"
"128","F","26-35","0","B","0","0","(1.39e+03,1.05e+05]","2"
"48","M","36-45","12","B","3","0","(1.39e+03,1.05e+05]","2"
"70","F","36-45","16","C","1","1","(1.39e+03,1.05e+05]","2"
"631","M","26-35","6","A","3","0","(1.39e+03,1.05e+05]","3"
"548","M","46-50","8","B","1","1","(1.39e+03,1.05e+05]","3"
"140","M","36-45","20","A","4+","1","(1.39e+03,1.05e+05]","2"
"64","M","51-55","18","C","3","1","(1.39e+03,1.05e+05]","2"
"37","M","26-35","2","B","1","0","(1.39e+03,1.05e+05]","1"
"17","M","26-35","12","C","0","1","(1.18e+03,1.28e+03]","1"
"28","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","1"
"127","F","26-35","9","B","4+","0","(1.39e+03,1.05e+05]","2"
"29","M","55+","1","A","3","0","(1.39e+03,1.05e+05]","2"
"10","F","26-35","7","C","1","0","(861,966]","1"
"79","M","46-50","15","C","1","1","(1.39e+03,1.05e+05]","2"
"18","F","18-25","14","C","3","1","(1.39e+03,1.05e+05]","1"
"18","M","36-45","20","C","2","0","(1.39e+03,1.05e+05]","1"
"194","M","26-35","4","A","3","0","(1.39e+03,1.05e+05]","3"
"22","M","46-50","1","C","1","0","(1.39e+03,1.05e+05]","1"
"13","M","26-35","16","B","0","0","(966,1.07e+03]","1"
"281","M","26-35","17","A","3","0","(1.39e+03,1.05e+05]","3"
"43","M","36-45","20","C","3","0","(1.39e+03,1.05e+05]","2"
"17","F","51-55","17","C","1","1","(1.39e+03,1.05e+05]","1"
"79","F","18-25","4","C","3","1","(1.39e+03,1.05e+05]","2"
"143","M","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"69","M","51-55","5","C","3","1","(1.39e+03,1.05e+05]","2"
"9","M","18-25","4","A","0","0","(546,651]","1"
"22","F","36-45","2","B","0","0","(1.39e+03,1.05e+05]","1"
"11","M","26-35","19","C","4+","1","(1.28e+03,1.39e+03]","1"
"94","M","26-35","12","B","0","1","(1.39e+03,1.05e+05]","2"
"36","F","46-50","15","C","1","1","(1.39e+03,1.05e+05]","2"
"84","M","36-45","0","A","3","0","(1.39e+03,1.05e+05]","2"
"13","M","18-25","17","C","3","0","(1.39e+03,1.05e+05]","1"
"38","M","26-35","5","C","2","0","(1.39e+03,1.05e+05]","2"
"24","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","1"
"33","M","51-55","14","C","1","1","(1.39e+03,1.05e+05]","1"
"45","M","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"100","F","26-35","0","A","4+","0","(1.39e+03,1.05e+05]","2"
"21","F","26-35","0","B","1","0","(1.39e+03,1.05e+05]","1"
"85","M","18-25","1","A","1","0","(1.39e+03,1.05e+05]","2"
"16","M","36-45","14","C","3","1","(1.39e+03,1.05e+05]","1"
"199","M","26-35","20","B","3","0","(1.39e+03,1.05e+05]","2"
"261","F","26-35","11","B","1","0","(1.39e+03,1.05e+05]","3"
"17","M","18-25","2","A","1","0","(1.39e+03,1.05e+05]","1"
"98","F","36-45","6","C","1","0","(1.39e+03,1.05e+05]","2"
"130","M","26-35","0","C","1","0","(1.39e+03,1.05e+05]","2"
"14","M","18-25","0","A","1","1","(1.39e+03,1.05e+05]","1"
"51","F","51-55","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"89","F","55+","13","B","3","0","(1.39e+03,1.05e+05]","2"
"57","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"22","F","26-35","1","C","2","1","(1.39e+03,1.05e+05]","1"
"31","M","36-45","12","C","3","1","(1.39e+03,1.05e+05]","2"
"17","M","36-45","7","C","1","1","(1.39e+03,1.05e+05]","1"
"17","M","51-55","6","A","3","1","(1.39e+03,1.05e+05]","1"
"16","M","36-45","17","C","0","1","(1.39e+03,1.05e+05]","1"
"211","F","18-25","20","B","3","1","(1.39e+03,1.05e+05]","3"
"87","F","55+","6","C","2","0","(1.39e+03,1.05e+05]","2"
"36","F","26-35","6","C","1","1","(1.39e+03,1.05e+05]","2"
"170","M","46-50","17","C","2","1","(1.39e+03,1.05e+05]","3"
"63","F","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"21","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","1"
"10","M","26-35","0","C","2","1","(1.07e+03,1.18e+03]","1"
"89","M","18-25","4","C","3","1","(1.39e+03,1.05e+05]","2"
"27","M","26-35","7","B","1","0","(1.39e+03,1.05e+05]","2"
"69","M","26-35","4","B","1","0","(1.39e+03,1.05e+05]","2"
"72","M","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"28","M","51-55","7","C","1","0","(1.39e+03,1.05e+05]","2"
"49","M","36-45","20","C","1","1","(1.39e+03,1.05e+05]","2"
"53","M","51-55","17","C","3","0","(1.39e+03,1.05e+05]","2"
"26","M","26-35","7","B","2","0","(1.39e+03,1.05e+05]","2"
"15","F","26-35","7","C","1","0","(1.39e+03,1.05e+05]","1"
"29","M","26-35","0","B","3","0","(1.39e+03,1.05e+05]","1"
"17","F","18-25","1","B","0","0","(1.28e+03,1.39e+03]","1"
"94","M","18-25","0","A","3","0","(1.39e+03,1.05e+05]","2"
"40","M","26-35","0","B","1","1","(1.39e+03,1.05e+05]","2"
"88","M","26-35","17","C","3","1","(1.39e+03,1.05e+05]","2"
"211","M","26-35","1","B","3","0","(1.39e+03,1.05e+05]","3"
"21","F","36-45","12","C","2","1","(1.39e+03,1.05e+05]","1"
"40","M","18-25","4","B","4+","1","(1.39e+03,1.05e+05]","2"
"23","M","51-55","2","C","2","1","(1.39e+03,1.05e+05]","1"
"26","F","36-45","0","C","2","0","(1.39e+03,1.05e+05]","1"
"128","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","2"
"66","F","36-45","14","C","2","0","(1.39e+03,1.05e+05]","2"
"179","M","36-45","17","C","3","1","(1.39e+03,1.05e+05]","3"
"16","M","46-50","17","C","2","0","(1.39e+03,1.05e+05]","1"
"28","M","26-35","17","B","4+","0","(1.39e+03,1.05e+05]","1"
"46","F","0-17","10","C","4+","0","(1.39e+03,1.05e+05]","2"
"85","M","55+","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"55","M","18-25","20","C","4+","0","(1.39e+03,1.05e+05]","2"
"199","M","36-45","12","B","2","1","(1.39e+03,1.05e+05]","3"
"47","M","26-35","6","C","1","1","(1.39e+03,1.05e+05]","2"
"216","M","46-50","17","B","2","1","(1.39e+03,1.05e+05]","3"
"13","M","18-25","4","C","2","1","(1.28e+03,1.39e+03]","1"
"73","F","36-45","0","A","2","1","(1.39e+03,1.05e+05]","2"
"18","F","36-45","1","C","1","0","(1.39e+03,1.05e+05]","1"
"38","M","26-35","2","C","0","1","(1.39e+03,1.05e+05]","1"
"64","M","26-35","20","C","2","1","(1.39e+03,1.05e+05]","2"
"27","M","36-45","20","A","2","0","(1.39e+03,1.05e+05]","2"
"150","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","3"
"128","M","36-45","12","B","1","1","(1.39e+03,1.05e+05]","2"
"99","F","26-35","12","B","1","1","(1.39e+03,1.05e+05]","2"
"42","M","26-35","4","B","2","1","(1.39e+03,1.05e+05]","2"
"26","M","26-35","17","C","2","1","(1.39e+03,1.05e+05]","2"
"281","M","36-45","7","B","2","0","(1.39e+03,1.05e+05]","3"
"76","M","18-25","20","C","3","0","(1.39e+03,1.05e+05]","2"
"14","M","55+","13","C","3","0","(1.07e+03,1.18e+03]","1"
"114","M","51-55","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"226","F","26-35","2","B","2","0","(1.39e+03,1.05e+05]","2"
"93","F","46-50","16","C","3","1","(1.39e+03,1.05e+05]","2"
"31","F","51-55","13","C","1","0","(1.39e+03,1.05e+05]","1"
"59","F","26-35","0","B","1","0","(1.39e+03,1.05e+05]","2"
"65","F","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"40","M","46-50","1","C","2","1","(1.39e+03,1.05e+05]","2"
"64","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"56","F","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"94","M","36-45","18","C","2","1","(1.39e+03,1.05e+05]","2"
"16","M","18-25","2","C","4+","1","(1.18e+03,1.28e+03]","1"
"62","F","18-25","0","C","2","0","(1.39e+03,1.05e+05]","2"
"103","M","26-35","18","C","2","1","(1.39e+03,1.05e+05]","2"
"22","F","26-35","3","C","2","0","(1.39e+03,1.05e+05]","1"
"243","M","26-35","17","B","2","0","(1.39e+03,1.05e+05]","3"
"54","M","26-35","12","B","3","1","(1.39e+03,1.05e+05]","2"
"87","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"24","M","36-45","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"214","M","26-35","20","A","4+","0","(1.39e+03,1.05e+05]","3"
"50","M","26-35","17","C","4+","0","(1.39e+03,1.05e+05]","2"
"23","M","26-35","20","C","1","1","(1.39e+03,1.05e+05]","1"
"221","M","18-25","16","B","1","1","(1.39e+03,1.05e+05]","3"
"108","M","51-55","2","B","1","1","(1.39e+03,1.05e+05]","2"
"558","M","26-35","0","A","0","1","(1.39e+03,1.05e+05]","3"
"47","M","36-45","16","C","4+","1","(1.39e+03,1.05e+05]","2"
"21","M","26-35","12","C","1","0","(1.39e+03,1.05e+05]","1"
"21","M","36-45","7","C","3","1","(1.39e+03,1.05e+05]","1"
"46","M","26-35","4","C","1","0","(1.39e+03,1.05e+05]","2"
"22","M","26-35","4","A","3","1","(1.39e+03,1.05e+05]","1"
"80","M","26-35","4","A","1","1","(1.39e+03,1.05e+05]","2"
"13","M","18-25","4","A","1","1","(1.39e+03,1.05e+05]","1"
"182","F","26-35","7","C","4+","0","(1.39e+03,1.05e+05]","3"
"20","M","55+","13","C","2","1","(1.39e+03,1.05e+05]","1"
"71","F","51-55","0","A","0","1","(1.39e+03,1.05e+05]","2"
"105","M","26-35","12","C","3","0","(1.39e+03,1.05e+05]","2"
"60","M","36-45","11","B","2","1","(1.39e+03,1.05e+05]","2"
"342","F","26-35","0","A","0","1","(1.39e+03,1.05e+05]","3"
"38","M","36-45","12","A","4+","1","(1.39e+03,1.05e+05]","2"
"17","M","18-25","4","A","4+","0","(1.28e+03,1.39e+03]","1"
"120","F","18-25","1","A","2","0","(1.39e+03,1.05e+05]","2"
"75","F","51-55","6","A","3","1","(1.39e+03,1.05e+05]","2"
"135","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"18","M","51-55","17","C","1","1","(1.39e+03,1.05e+05]","1"
"41","F","18-25","4","B","0","0","(1.39e+03,1.05e+05]","2"
"258","M","36-45","7","B","2","1","(1.39e+03,1.05e+05]","3"
"11","F","55+","1","C","2","1","(966,1.07e+03]","1"
"39","F","36-45","8","C","2","0","(1.39e+03,1.05e+05]","2"
"73","M","26-35","4","C","0","1","(1.39e+03,1.05e+05]","2"
"76","M","36-45","20","B","2","0","(1.39e+03,1.05e+05]","2"
"36","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","2"
"5","M","26-35","0","C","2","0","(546,651]","1"
"48","M","18-25","0","C","1","0","(1.39e+03,1.05e+05]","1"
"500","M","26-35","20","A","4+","0","(1.39e+03,1.05e+05]","3"
"84","M","26-35","18","A","4+","0","(1.39e+03,1.05e+05]","2"
"164","M","26-35","0","B","2","0","(1.39e+03,1.05e+05]","3"
"136","M","36-45","7","B","3","0","(1.39e+03,1.05e+05]","2"
"240","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","3"
"54","M","18-25","0","B","1","0","(1.39e+03,1.05e+05]","2"
"23","M","26-35","11","C","0","0","(1.39e+03,1.05e+05]","1"
"91","M","18-25","2","C","2","0","(1.39e+03,1.05e+05]","2"
"17","M","0-17","0","C","4+","0","(1.28e+03,1.39e+03]","1"
"127","M","18-25","0","B","0","0","(1.39e+03,1.05e+05]","2"
"358","F","36-45","9","B","1","0","(1.39e+03,1.05e+05]","3"
"32","M","26-35","12","B","4+","0","(1.39e+03,1.05e+05]","2"
"13","M","26-35","12","C","3","1","(1.18e+03,1.28e+03]","1"
"77","M","51-55","13","B","2","1","(1.39e+03,1.05e+05]","2"
"35","M","55+","11","A","1","0","(1.39e+03,1.05e+05]","2"
"40","F","26-35","9","C","0","1","(1.39e+03,1.05e+05]","2"
"146","M","36-45","11","B","4+","1","(1.39e+03,1.05e+05]","2"
"94","M","26-35","6","C","4+","0","(1.39e+03,1.05e+05]","2"
"92","M","36-45","12","C","0","0","(1.39e+03,1.05e+05]","2"
"33","M","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"353","M","46-50","3","A","0","1","(1.39e+03,1.05e+05]","3"
"91","M","26-35","7","B","4+","0","(1.39e+03,1.05e+05]","2"
"63","M","36-45","16","C","1","1","(1.39e+03,1.05e+05]","2"
"24","M","26-35","7","C","1","1","(1.39e+03,1.05e+05]","1"
"210","M","26-35","14","A","3","0","(1.39e+03,1.05e+05]","3"
"72","M","18-25","12","C","0","1","(1.39e+03,1.05e+05]","2"
"129","M","0-17","19","A","2","0","(1.39e+03,1.05e+05]","2"
"23","M","18-25","17","C","1","0","(1.39e+03,1.05e+05]","1"
"76","M","36-45","12","C","3","0","(1.39e+03,1.05e+05]","2"
"23","M","26-35","14","C","1","0","(1.39e+03,1.05e+05]","1"
"42","M","26-35","5","C","1","1","(1.39e+03,1.05e+05]","1"
"23","M","18-25","0","C","1","0","(1.39e+03,1.05e+05]","1"
"76","F","0-17","2","A","2","0","(1.39e+03,1.05e+05]","2"
"150","M","26-35","17","B","2","0","(1.39e+03,1.05e+05]","3"
"12","M","0-17","10","C","2","0","(966,1.07e+03]","1"
"244","F","18-25","19","B","3","0","(1.39e+03,1.05e+05]","3"
"19","M","18-25","4","C","4+","1","(1.39e+03,1.05e+05]","1"
"47","M","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"250","M","36-45","18","B","0","0","(1.39e+03,1.05e+05]","3"
"31","F","36-45","9","B","4+","1","(1.39e+03,1.05e+05]","2"
"16","F","26-35","17","C","3","0","(1.39e+03,1.05e+05]","1"
"572","F","26-35","3","A","3","0","(1.39e+03,1.05e+05]","3"
"137","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"100","M","36-45","7","C","3","0","(1.39e+03,1.05e+05]","2"
"70","F","36-45","0","B","3","1","(1.39e+03,1.05e+05]","2"
"22","M","36-45","0","C","2","0","(1.39e+03,1.05e+05]","1"
"267","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","3"
"20","M","36-45","7","C","3","1","(1.39e+03,1.05e+05]","1"
"57","F","55+","3","C","1","0","(1.39e+03,1.05e+05]","2"
"29","M","55+","15","A","4+","1","(1.39e+03,1.05e+05]","2"
"11","M","18-25","7","C","3","0","(1.39e+03,1.05e+05]","1"
"23","M","0-17","10","C","2","0","(1.39e+03,1.05e+05]","1"
"15","M","18-25","10","C","3","0","(1.39e+03,1.05e+05]","1"
"79","M","18-25","20","C","2","0","(1.39e+03,1.05e+05]","2"
"214","M","26-35","17","B","1","0","(1.39e+03,1.05e+05]","3"
"25","F","26-35","7","C","3","1","(1.39e+03,1.05e+05]","1"
"95","M","26-35","12","C","1","0","(1.39e+03,1.05e+05]","2"
"30","M","26-35","12","C","2","1","(1.39e+03,1.05e+05]","2"
"40","M","46-50","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"427","M","18-25","4","B","2","1","(1.39e+03,1.05e+05]","3"
"13","F","51-55","1","C","0","0","(1.07e+03,1.18e+03]","1"
"55","M","18-25","12","C","2","0","(1.39e+03,1.05e+05]","2"
"26","M","26-35","6","B","3","0","(1.39e+03,1.05e+05]","1"
"122","M","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"11","M","0-17","17","C","1","0","(1.07e+03,1.18e+03]","1"
"58","F","26-35","3","B","1","0","(1.39e+03,1.05e+05]","2"
"270","M","18-25","19","B","1","0","(1.39e+03,1.05e+05]","3"
